Place,Status,Region,Lat,Lon,Elev,Pop,Bed,Bath,Price,isFurnished
Legon,1,1,5.65,-0.18,249,445789,4,4,1631,0
Legion,1,1,5.65,-0.18,249,445789,4,4,1359,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1359,0
Legion,1,1,5.65,-0.18,249,445789,4,4,1631,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1631,0
Legion,1,1,5.65,-0.18,249,445789,4,4,1359,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1359,0
Legion,1,1,5.65,-0.18,249,445789,4,4,1359,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1359,0
Legion,1,1,5.65,-0.18,249,445789,5,5,2719,0
Legon,1,1,5.65,-0.18,249,445789,5,5,2719,0
Legon,1,1,5.65,-0.18,249,445789,6,4,1359,0
East Ridge,1,1,5.56,-0.19,282,575806,3,3,1087,0
North Ridge,1,1,5.57,-0.19,282,575806,3,3,1087,0
Roman Bridge,1,1,5.60,-0.20,259,779245,3,3,1087,0
Osu,1,1,5.56,-0.19,278,505871,4,4,1903,0
Cantonments,1,1,5.58,-0.18,259,678313,4,4,2719,0
Spintex Road,1,1,5.64,-0.10,219,306890,4,4,380,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,3,380,0
Cantonments,1,1,5.58,-0.18,259,678313,4,4,2719,0
Lateman,3,1,5.75,-0.15,242,80913,3,3,815,0
Tesa,1,1,5.63,-0.13,232,437914,3,3,815,0
Tesano,1,1,5.60,-0.23,301,781298,3,3,815,0
Katamanso,3,1,5.75,-0.08,246,74381,8,5,3807,0
North Dzorwulu,1,1,5.62,-0.19,249,690794,3,3,1414,0
Legion,1,1,5.65,-0.18,249,445789,5,5,2447,0
Legon,1,1,5.65,-0.18,249,445789,5,5,2447,0
Lateman,3,1,5.75,-0.15,242,80913,4,4,435,0
Teiman,1,1,5.75,-0.18,259,110264,4,4,435,0
Tema,1,1,5.62,-0.02,0,109449,4,4,435,0
Temma,1,1,5.62,-0.02,0,109449,4,4,435,0
Legion,1,1,5.65,-0.18,249,445789,5,5,2175,0
Legon,1,1,5.65,-0.18,249,445789,5,5,2175,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,5,5,2731,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,5,5,2731,0
East Dzorwulu Residential Area,1,1,5.61,-0.19,249,738348,5,5,2731,0
East Legon Residential Area,1,1,5.63,-0.16,242,558807,5,5,2731,0
Industrial Area,1,1,5.64,-0.12,232,366550,5,5,2731,0
North Dzorwulu Residential Area,1,1,5.62,-0.19,249,690794,5,5,2731,0
Legion,1,1,5.65,-0.18,249,445789,4,4,1631,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1631,0
Legion,1,1,5.65,-0.18,249,445789,4,4,16317,1
Legon,1,1,5.65,-0.18,249,445789,4,4,16317,1
Legion,1,1,5.65,-0.18,249,445789,4,4,1903,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1903,0
Lateman,3,1,5.75,-0.15,242,80913,3,4,435,0
Teiman,1,1,5.75,-0.18,259,110264,3,4,435,0
Tema,1,1,5.62,-0.02,0,109449,3,4,435,0
Temma,1,1,5.62,-0.02,0,109449,3,4,435,0
Legion,1,1,5.65,-0.18,249,445789,4,4,1087,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1087,0
Cantonments,1,1,5.58,-0.18,259,678313,4,4,2330,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,4,4,3162,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,4,4,3162,0
East Dzorwulu Residential Area,1,1,5.61,-0.19,249,738348,4,4,3162,0
East Legon Residential Area,1,1,5.63,-0.16,242,558807,4,4,3162,0
Industrial Area,1,1,5.64,-0.12,232,366550,4,4,3162,0
North Dzorwulu Residential Area,1,1,5.62,-0.19,249,690794,4,4,3162,0
Osu,1,1,5.56,-0.19,278,505871,3,4,12509,1
Legion,1,1,5.65,-0.18,249,445789,4,5,543,0
Legon,1,1,5.65,-0.18,249,445789,4,5,543,0
Legion,1,1,5.65,-0.18,249,445789,4,5,1414,0
Legon,1,1,5.65,-0.18,249,445789,4,5,1414,0
Ogbodzo,1,1,5.67,-0.14,246,314959,2,2,230,0
Ogbojo,1,1,5.67,-0.14,246,314959,2,2,230,0
Legion,1,1,5.65,-0.18,249,445789,4,4,1087,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1087,0
Legion,1,1,5.65,-0.18,249,445789,4,4,16317,1
Legon,1,1,5.65,-0.18,249,445789,4,4,16317,1
Legion,1,1,5.65,-0.18,249,445789,4,5,815,0
Legon,1,1,5.65,-0.18,249,445789,4,5,815,0
Cantonments,1,1,5.58,-0.18,259,678313,4,5,2447,0
Legion,1,1,5.65,-0.18,249,445789,4,5,924,0
Legon,1,1,5.65,-0.18,249,445789,4,5,924,0
Legion,1,1,5.65,-0.18,249,445789,4,4,1631,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1631,0
Legion,1,1,5.65,-0.18,249,445789,4,5,815,0
Legon,1,1,5.65,-0.18,249,445789,4,5,815,0
Legion,1,1,5.65,-0.18,249,445789,5,5,543,0
Legon,1,1,5.65,-0.18,249,445789,5,5,543,0
West Legon Residential,1,1,5.65,-0.21,249,494494,5,5,543,0
Agbogba,1,1,5.69,-0.20,213,305480,4,4,543,0
Agboogba,1,1,5.69,-0.20,213,305480,4,4,543,0
East Ridge,1,1,5.56,-0.19,282,575806,3,3,21756,1
North Ridge,1,1,5.57,-0.19,282,575806,3,3,21756,1
Roman Bridge,1,1,5.60,-0.20,259,779245,3,3,21756,1
East Ridge,1,1,5.56,-0.19,282,575806,3,2,16317,1
North Ridge,1,1,5.57,-0.19,282,575806,3,2,16317,1
Roman Bridge,1,1,5.60,-0.20,259,779245,3,2,16317,1
Legion,1,1,5.65,-0.18,249,445789,4,4,1903,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1903,0
Legion,1,1,5.65,-0.18,249,445789,3,4,2719,0
Legon,1,1,5.65,-0.18,249,445789,3,4,2719,0
Legion,1,1,5.65,-0.18,249,445789,4,4,1458,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1458,0
Legion,1,1,5.65,-0.18,249,445789,5,5,1359,0
Legon,1,1,5.65,-0.18,249,445789,5,5,1359,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,4,5,1631,0
Legion,1,1,5.65,-0.18,249,445789,3,3,1359,0
Legon,1,1,5.65,-0.18,249,445789,3,3,1359,0
Katamanso,3,1,5.75,-0.08,246,74381,1,1,100,0
Awudome Estate,1,1,5.57,-0.23,334,741791,3,3,200,0
Kanda Estate,1,1,5.58,-0.19,278,698987,3,3,200,0
Teshie Nungua Estates,1,1,5.60,-0.09,219,252445,3,3,200,0
Lateman,3,1,5.75,-0.15,242,80913,4,4,543,0
Teiman,1,1,5.75,-0.18,259,110264,4,4,543,0
Tema,1,1,5.62,-0.02,0,109449,4,4,543,0
Temma,1,1,5.62,-0.02,0,109449,4,4,543,0
Legion,1,1,5.65,-0.18,249,445789,4,4,815,0
Legon,1,1,5.65,-0.18,249,445789,4,4,815,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,4,5,1740,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,4,5,1740,0
East Dzorwulu Residential Area,1,1,5.61,-0.19,249,738348,4,5,1740,0
East Legon Residential Area,1,1,5.63,-0.16,242,558807,4,5,1740,0
Industrial Area,1,1,5.64,-0.12,232,366550,4,5,1740,0
North Dzorwulu Residential Area,1,1,5.62,-0.19,249,690794,4,5,1740,0
Cantonments,1,1,5.58,-0.18,259,678313,4,5,2175,0
Legion,1,1,5.65,-0.18,249,445789,3,4,16317,1
Legon,1,1,5.65,-0.18,249,445789,3,4,16317,1
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,4,4,1903,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,4,4,1903,0
West Legon Residential,1,1,5.65,-0.21,249,494494,4,4,1903,0
Legion,1,1,5.65,-0.18,249,445789,4,4,1631,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1631,0
Cantonments,1,1,5.58,-0.18,259,678313,3,3,1468,0
Legion,1,1,5.65,-0.18,249,445789,4,4,1522,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1522,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,5,5,3737,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,5,5,3737,0
East Dzorwulu Residential Area,1,1,5.61,-0.19,249,738348,5,5,3737,0
East Legon Residential Area,1,1,5.63,-0.16,242,558807,5,5,3737,0
Industrial Area,1,1,5.64,-0.12,232,366550,5,5,3737,0
North Dzorwulu Residential Area,1,1,5.62,-0.19,249,690794,5,5,3737,0
Cantonments,1,1,5.58,-0.18,259,678313,4,6,1631,0
Cantonments,1,1,5.58,-0.18,259,678313,4,6,1903,0
North Dzorwulu,1,1,5.62,-0.19,249,690794,4,3,1359,0
Legion,1,1,5.65,-0.18,249,445789,4,5,1903,0
Legon,1,1,5.65,-0.18,249,445789,4,5,1903,0
Achiaman,1,1,5.70,-0.33,236,122026,3,3,450,0
Achimota,1,1,5.62,-0.23,272,689820,3,3,450,0
Achimota Forest,1,1,5.62,-0.22,259,702116,3,3,450,0
Awchioma,3,1,5.77,-0.28,830,63716,3,3,450,0
New Achimota,1,1,5.63,-0.26,265,587895,3,3,450,0
East Ridge,1,1,5.56,-0.19,282,575806,3,4,1359,0
North Ridge,1,1,5.57,-0.19,282,575806,3,4,1359,0
Roman Bridge,1,1,5.60,-0.20,259,779245,3,4,1359,0
Trade Center,1,1,5.57,-0.15,246,490578,4,5,815,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,4,5,1087,0
Cantonments,1,1,5.58,-0.18,259,678313,5,6,27195,1
Cantonments,1,1,5.58,-0.18,259,678313,3,3,1087,0
East Ridge,1,1,5.56,-0.19,282,575806,3,3,924,0
North Ridge,1,1,5.57,-0.19,282,575806,3,3,924,0
Roman Bridge,1,1,5.60,-0.20,259,779245,3,3,924,0
Legion,1,1,5.65,-0.18,249,445789,4,4,1903,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1903,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,4,5,1631,0
Legion,1,1,5.65,-0.18,249,445789,4,5,1631,0
Legon,1,1,5.65,-0.18,249,445789,4,5,1631,0
Cantonments,1,1,5.58,-0.18,259,678313,3,4,19036,1
Cantonments,1,1,5.58,-0.18,259,678313,5,6,27195,1
North Dzorwulu,1,1,5.62,-0.19,249,690794,3,4,16317,1
East Ridge,1,1,5.56,-0.19,282,575806,3,3,13597,1
North Ridge,1,1,5.57,-0.19,282,575806,3,3,13597,1
Roman Bridge,1,1,5.60,-0.20,259,779245,3,3,13597,1
Cantonments,1,1,5.58,-0.18,259,678313,4,4,2175,0
Cantonments,1,1,5.58,-0.18,259,678313,3,4,27195,1
Cantonments,1,1,5.58,-0.18,259,678313,4,6,2284,0
Legion,1,1,5.65,-0.18,249,445789,5,6,2719,0
Legon,1,1,5.65,-0.18,249,445789,5,6,2719,0
Achiaman,1,1,5.70,-0.33,236,122026,3,4,652,0
Achimota,1,1,5.62,-0.23,272,689820,3,4,652,0
Achimota Forest,1,1,5.62,-0.22,259,702116,3,4,652,0
Awchioma,3,1,5.77,-0.28,830,63716,3,4,652,0
New Achimota,1,1,5.63,-0.26,265,587895,3,4,652,0
Cantonments,1,1,5.58,-0.18,259,678313,4,5,2447,0
East Ridge,1,1,5.56,-0.19,282,575806,3,4,13597,1
North Ridge,1,1,5.57,-0.19,282,575806,3,4,13597,1
Roman Bridge,1,1,5.60,-0.20,259,779245,3,4,13597,1
Legion,1,1,5.65,-0.18,249,445789,5,3,10878,1
Legon,1,1,5.65,-0.18,249,445789,5,3,10878,1
West Legon Residential,1,1,5.65,-0.21,249,494494,5,3,10878,1
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,3,4,1903,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,3,4,1903,0
East Dzorwulu Residential Area,1,1,5.61,-0.19,249,738348,3,4,1903,0
East Legon Residential Area,1,1,5.63,-0.16,242,558807,3,4,1903,0
Industrial Area,1,1,5.64,-0.12,232,366550,3,4,1903,0
North Dzorwulu Residential Area,1,1,5.62,-0.19,249,690794,3,4,1903,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,2,462,0
Cantonments,1,1,5.58,-0.18,259,678313,4,4,24475,1
Ogbodzo,1,1,5.67,-0.14,246,314959,2,2,543,0
Ogbojo,1,1,5.67,-0.14,246,314959,2,2,543,0
North Dzorwulu,1,1,5.62,-0.19,249,690794,4,4,2175,0
Legon,1,1,5.65,-0.18,249,445789,4,4,300,0
North Dzorwulu,1,1,5.62,-0.19,249,690794,4,3,1359,0
East Ridge,1,1,5.56,-0.19,282,575806,5,4,1359,0
North Ridge,1,1,5.57,-0.19,282,575806,5,4,1359,0
Roman Bridge,1,1,5.60,-0.20,259,779245,5,4,1359,0
Legion,1,1,5.65,-0.18,249,445789,4,5,1631,0
Legon,1,1,5.65,-0.18,249,445789,4,5,1631,0
North Dzorwulu,1,1,5.62,-0.19,249,690794,4,4,2175,0
North Dzorwulu,1,1,5.62,-0.19,249,690794,5,5,1631,0
Legon,1,1,5.65,-0.18,249,445789,4,4,300,0
North Dzorwulu,1,1,5.62,-0.19,249,690794,4,4,2175,0
Oyamfa,1,1,5.74,-0.18,239,124661,3,3,150,0
Oyarifa,1,1,5.74,-0.18,239,124661,3,3,150,0
Oyauifa,1,1,5.74,-0.18,239,124661,3,3,150,0
Santa Maria,1,1,5.60,-0.26,305,670720,3,3,150,0
Spintex Road,1,1,5.64,-0.10,219,306890,4,4,300,0
Legon,1,1,5.65,-0.18,249,445789,4,4,300,0
Spintex Road,1,1,5.64,-0.10,219,306890,4,5,707,0
Cantonments,1,1,5.58,-0.18,259,678313,4,4,2175,0
Cantonments,1,1,5.58,-0.18,259,678313,3,3,2447,0
Cantonments,1,1,5.58,-0.18,259,678313,4,4,3535,0
Cantonments,1,1,5.58,-0.18,259,678313,4,5,3807,0
Asylum Down,1,1,5.57,-0.21,305,684555,6,4,924,0
Legion,1,1,5.65,-0.18,249,445789,6,6,1903,0
Legon,1,1,5.65,-0.18,249,445789,6,6,1903,0
Legion,1,1,5.65,-0.18,249,445789,4,5,2012,0
Legon,1,1,5.65,-0.18,249,445789,4,5,2012,0
Aiyimensa,3,1,5.78,-0.18,830,44429,3,2,130,0
Oyamfa,1,1,5.74,-0.18,239,124661,4,4,350,0
Oyarifa,1,1,5.74,-0.18,239,124661,4,4,350,0
Oyauifa,1,1,5.74,-0.18,239,124661,4,4,350,0
Santa Maria,1,1,5.60,-0.26,305,670720,4,4,350,0
Ashonman,1,1,5.70,-0.21,187,240340,2,2,120,0
Ashouman,1,1,5.70,-0.21,187,240340,2,2,120,0
Yahoman,3,1,5.71,-0.39,239,72347,2,2,120,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,4,4,2875,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,4,4,2875,0
East Dzorwulu Residential Area,1,1,5.61,-0.19,249,738348,4,4,2875,0
East Legon Residential Area,1,1,5.63,-0.16,242,558807,4,4,2875,0
Industrial Area,1,1,5.64,-0.12,232,366550,4,4,2875,0
North Dzorwulu Residential Area,1,1,5.62,-0.19,249,690794,4,4,2875,0
North Ridge,1,1,5.57,-0.19,282,575806,1,1,850,0
Legon,1,1,5.65,-0.18,249,445789,3,3,353,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,4,326,0
Spintex Road,1,1,5.64,-0.10,219,306890,4,4,652,0
Legion,1,1,5.65,-0.18,249,445789,4,4,1631,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1631,0
Cantonments,1,1,5.58,-0.18,259,678313,4,4,2719,0
Legion,1,1,5.65,-0.18,249,445789,4,4,1359,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1359,0
Ashaladza Botchway,1,1,5.68,-0.13,239,198857,11,5,924,0
Ashalebotwe,1,1,5.68,-0.13,239,198857,11,5,924,0
Legion,1,1,5.65,-0.18,249,445789,5,5,1903,0
Legon,1,1,5.65,-0.18,249,445789,5,5,1903,0
Oyamfa,1,1,5.74,-0.18,239,124661,4,4,697,0
Oyarifa,1,1,5.74,-0.18,239,124661,4,4,697,0
Oyauifa,1,1,5.74,-0.18,239,124661,4,4,697,0
Santa Maria,1,1,5.60,-0.26,305,670720,4,4,697,0
Oyamfa,1,1,5.74,-0.18,239,124661,4,4,8584,1
Oyarifa,1,1,5.74,-0.18,239,124661,4,4,8584,1
Oyauifa,1,1,5.74,-0.18,239,124661,4,4,8584,1
Santa Maria,1,1,5.60,-0.26,305,670720,4,4,8584,1
Katamanso,3,1,5.75,-0.08,246,74381,5,4,67986,1
Legion,1,1,5.65,-0.18,249,445789,2,3,815,0
Legon,1,1,5.65,-0.18,249,445789,2,3,815,0
Legion,1,1,5.65,-0.18,249,445789,4,4,1631,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1631,0
Legion,1,1,5.65,-0.18,249,445789,4,4,1903,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1903,0
Legion,1,1,5.65,-0.18,249,445789,6,4,1359,0
Legon,1,1,5.65,-0.18,249,445789,6,4,1359,0
East Ridge,1,1,5.56,-0.19,282,575806,4,5,2610,0
North Kaneshie,1,1,5.59,-0.24,331,810299,4,5,2610,0
North Ridge,1,1,5.57,-0.19,282,575806,4,5,2610,0
West Ridge,1,1,5.56,-0.20,298,623367,4,5,2610,0
East Ridge,1,1,5.56,-0.19,282,575806,3,3,21756,1
North Ridge,1,1,5.57,-0.19,282,575806,3,3,21756,1
Roman Bridge,1,1,5.60,-0.20,259,779245,3,3,21756,1
Cantonments,1,1,5.58,-0.18,259,678313,3,2,14685,1
Cantonments,1,1,5.58,-0.18,259,678313,4,4,2610,0
Cantonments,1,1,5.58,-0.18,259,678313,4,4,2550,0
Legon,1,1,5.65,-0.18,249,445789,4,4,543,0
Cantonments,1,1,5.58,-0.18,259,678313,3,3,2447,0
Cantonments,1,1,5.58,-0.18,259,678313,3,3,2175,0
Lateman,3,1,5.75,-0.15,242,80913,4,3,543,0
Tesa,1,1,5.63,-0.13,232,437914,4,3,543,0
Tesano,1,1,5.60,-0.23,301,781298,4,3,543,0
Spintex Road,1,1,5.64,-0.10,219,306890,4,5,979,0
Legion,1,1,5.65,-0.18,249,445789,2,2,250,0
Legon,1,1,5.65,-0.18,249,445789,2,2,250,0
Ajiringano,1,1,5.63,-0.13,232,437914,4,5,550,0
Ablemkpe,1,1,5.61,-0.22,269,800486,4,4,21756,1
Ablenkpe,1,1,5.61,-0.22,269,800486,4,4,21756,1
Ajiringano,1,1,5.63,-0.13,232,437914,3,3,652,0
Ajiringano,1,1,5.63,-0.13,232,437914,3,4,8158,1
Spintex Road,1,1,5.64,-0.10,219,306890,3,3,815,0
South La Estate,1,1,5.55,-0.16,0,428301,2,2,843,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,4,4,21756,1
Airport Residential Area,1,1,5.61,-0.18,249,760954,4,4,21756,1
East Dzorwulu Residential Area,1,1,5.61,-0.19,249,738348,4,4,21756,1
East Legon Residential Area,1,1,5.63,-0.16,242,558807,4,4,21756,1
Industrial Area,1,1,5.64,-0.12,232,366550,4,4,21756,1
North Dzorwulu Residential Area,1,1,5.62,-0.19,249,690794,4,4,21756,1
East Ridge,1,1,5.56,-0.19,282,575806,3,3,1903,0
North Kaneshie,1,1,5.59,-0.24,331,810299,3,3,1903,0
North Ridge,1,1,5.57,-0.19,282,575806,3,3,1903,0
West Ridge,1,1,5.56,-0.20,298,623367,3,3,1903,0
Ablemkpe,1,1,5.61,-0.22,269,800486,2,2,543,0
Ablenkpe,1,1,5.61,-0.22,269,800486,2,2,543,0
Cantonments,1,1,5.58,-0.18,259,678313,1,1,12509,1
Cantonments,1,1,5.58,-0.18,259,678313,4,4,1903,0
Cantonments,1,1,5.58,-0.18,259,678313,3,3,13597,1
Cantonments,1,1,5.58,-0.18,259,678313,3,4,2719,0
Cantonments,1,1,5.58,-0.18,259,678313,5,5,3263,0
Legion,1,1,5.65,-0.18,249,445789,4,5,1359,0
Legon,1,1,5.65,-0.18,249,445789,4,5,1359,0
Katamanso,3,1,5.75,-0.08,246,74381,5,4,67986,1
Ofako,2,1,5.59,-0.45,249,16986,2,1,850,0
Ofako,1,1,5.66,-0.27,246,407491,2,1,850,0
Ofakor,2,1,5.59,-0.45,249,16986,2,1,850,0
Ofankor,1,1,5.66,-0.27,246,407491,2,1,850,0
East Ridge,1,1,5.56,-0.19,282,575806,2,2,12509,1
North Ridge,1,1,5.57,-0.19,282,575806,2,2,12509,1
West Ridge,1,1,5.56,-0.20,298,623367,2,2,12509,1
East Ridge,1,1,5.56,-0.19,282,575806,4,4,2447,0
North Ridge,1,1,5.57,-0.19,282,575806,4,4,2447,0
West Ridge,1,1,5.56,-0.20,298,623367,4,4,2447,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,5,5,2175,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,5,5,2175,0
East Dzorwulu Residential Area,1,1,5.61,-0.19,249,738348,5,5,2175,0
East Legon Residential Area,1,1,5.63,-0.16,242,558807,5,5,2175,0
Industrial Area,1,1,5.64,-0.12,232,366550,5,5,2175,0
North Dzorwulu Residential Area,1,1,5.62,-0.19,249,690794,5,5,2175,0
East Ridge,1,1,5.56,-0.19,282,575806,3,2,652,0
North Ridge,1,1,5.57,-0.19,282,575806,3,2,652,0
Roman Bridge,1,1,5.60,-0.20,259,779245,3,2,652,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,4,4,3360,0
Legion,1,1,5.65,-0.18,249,445789,6,7,1903,0
Legon,1,1,5.65,-0.18,249,445789,6,7,1903,0
Odumasi,3,1,5.76,-0.58,830,26429,5,5,120,0
Odumasi,1,1,5.67,-0.31,246,214924,5,5,120,0
Legion,1,1,5.65,-0.18,249,445789,4,5,550,0
Legon,1,1,5.65,-0.18,249,445789,4,5,550,0
Legion,1,1,5.65,-0.18,249,445789,4,5,540,0
Legon,1,1,5.65,-0.18,249,445789,4,5,540,0
Oyamfa,1,1,5.74,-0.18,239,124661,3,4,150,0
Oyarifa,1,1,5.74,-0.18,239,124661,3,4,150,0
Oyauifa,1,1,5.74,-0.18,239,124661,3,4,150,0
Santa Maria,1,1,5.60,-0.26,305,670720,3,4,150,0
Achiaman,1,1,5.70,-0.33,236,122026,3,3,4895,1
Achimota,1,1,5.62,-0.23,272,689820,3,3,4895,1
Achimota Forest,1,1,5.62,-0.22,259,702116,3,3,4895,1
Awchioma,3,1,5.77,-0.28,830,63716,3,3,4895,1
New Achimota,1,1,5.63,-0.26,265,587895,3,3,4895,1
Legion,1,1,5.65,-0.18,249,445789,,,1752,0
Legon,1,1,5.65,-0.18,249,445789,,,1752,0
Ahireso,2,1,5.62,-0.52,830,16986,4,4,250,0
Algoboshie,1,1,5.63,-0.25,255,610816,4,4,250,0
Ashieye,1,1,5.75,-0.15,242,105602,4,4,250,0
Awoshie,1,1,5.59,-0.28,374,669123,4,4,250,0
Oshien,1,1,5.50,-0.35,0,145916,4,4,250,0
Oshiyie,1,1,5.75,-0.15,242,105602,4,4,250,0
Oshiyie,1,1,5.50,-0.35,0,145916,4,4,250,0
Teshie,1,1,5.61,-0.10,219,342210,4,4,250,0
Teshie,1,1,5.58,-0.11,229,309098,4,4,250,0
Legion,1,1,5.65,-0.18,249,445789,4,5,353,0
Legon,1,1,5.65,-0.18,249,445789,4,5,353,0
Oyamfa,1,1,5.74,-0.18,239,124661,4,4,353,0
Oyarifa,1,1,5.74,-0.18,239,124661,4,4,353,0
Oyauifa,1,1,5.74,-0.18,239,124661,4,4,353,0
Santa Maria,1,1,5.60,-0.26,305,670720,4,4,353,0
Trade Center,1,1,5.57,-0.15,246,490578,3,3,652,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,2,3807,1
Cantonments,1,1,5.58,-0.18,259,678313,4,4,3818,0
Sakumona,1,1,5.62,-0.05,236,144279,4,3,190,0
Adentan,1,1,5.70,-0.17,249,214429,3,5,250,0
Ablemkpe,1,1,5.61,-0.22,269,800486,5,6,1087,0
Ablenkpe,1,1,5.61,-0.22,269,800486,5,6,1087,0
Kasoa,2,1,5.53,-0.42,246,16999,3,4,350,0
Abeka,1,1,5.60,-0.24,311,762968,5,3,170,0
Ablekuma,1,1,5.63,-0.10,219,291345,5,3,170,0
Abrekuma,1,1,5.63,-0.31,242,309887,5,3,170,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,2,120,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,10,6,4351,0
Kaneshie,1,1,5.57,-0.24,360,760346,5,4,815,0
North Kaneshie,1,1,5.59,-0.24,331,810299,5,4,815,0
North Labone Estate,1,1,5.57,-0.18,262,618458,5,4,815,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,3,3,20625,1
Airport Residential Area,1,1,5.61,-0.18,249,760954,3,3,20625,1
East Dzorwulu Residential Area,1,1,5.61,-0.19,249,738348,3,3,20625,1
East Legon Residential Area,1,1,5.63,-0.16,242,558807,3,3,20625,1
Industrial Area,1,1,5.64,-0.12,232,366550,3,3,20625,1
North Dzorwulu Residential Area,1,1,5.62,-0.19,249,690794,3,3,20625,1
Bortianor,1,1,5.51,-0.34,0,204399,5,3,160,0
Botiana,1,1,5.51,-0.34,0,204399,5,3,160,0
Spintex Road,1,1,5.64,-0.10,219,306890,4,5,300,0
Ablemkpe,1,1,5.61,-0.22,269,800486,5,6,1087,0
Ablenkpe,1,1,5.61,-0.22,269,800486,5,6,1087,0
Kasoa,2,1,5.53,-0.42,246,16999,3,4,350,0
Abeka,1,1,5.60,-0.24,311,762968,5,3,170,0
Ablekuma,1,1,5.63,-0.10,219,291345,5,3,170,0
Abrekuma,1,1,5.63,-0.31,242,309887,5,3,170,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,2,120,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,10,6,4351,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,3,3,20625,1
Airport Residential Area,1,1,5.61,-0.18,249,760954,3,3,20625,1
East Dzorwulu Residential Area,1,1,5.61,-0.19,249,738348,3,3,20625,1
East Legon Residential Area,1,1,5.63,-0.16,242,558807,3,3,20625,1
Industrial Area,1,1,5.64,-0.12,232,366550,3,3,20625,1
North Dzorwulu Residential Area,1,1,5.62,-0.19,249,690794,3,3,20625,1
Kaneshie,1,1,5.57,-0.24,360,760346,5,4,815,0
North Kaneshie,1,1,5.59,-0.24,331,810299,5,4,815,0
North Labone Estate,1,1,5.57,-0.18,262,618458,5,4,815,0
Bortianor,1,1,5.51,-0.34,0,204399,5,3,160,0
Botiana,1,1,5.51,-0.34,0,204399,5,3,160,0
Legion,1,1,5.65,-0.18,249,445789,4,4,979,0
Legon,1,1,5.65,-0.18,249,445789,4,4,979,0
Legion,1,1,5.65,-0.18,249,445789,4,4,22000,1
Legon,1,1,5.65,-0.18,249,445789,4,4,22000,1
Spintex Road,1,1,5.64,-0.10,219,306890,4,5,435,0
Legion,1,1,5.65,-0.18,249,445789,4,4,1760,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1760,0
North Dzorwulu,1,1,5.62,-0.19,249,690794,4,4,1925,0
Ajiringano,1,1,5.63,-0.13,232,437914,4,4,702,0
Ajiringano,1,1,5.63,-0.13,232,437914,4,4,702,0
East Ridge,1,1,5.56,-0.19,282,575806,5,6,3780,0
North Ridge,1,1,5.57,-0.19,282,575806,5,6,3780,0
Roman Bridge,1,1,5.60,-0.20,259,779245,5,6,3780,0
